Location,lat,lon,CowTagID,Top_Plate_ID,Bottom_Plate_ID,Jamie_Plate_ID,Plate_Seep,Date,Time,DateTime,Tide,Day_Night,Salinity,Temperature,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,MarineHumic_Like,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,Lignin_Like,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,OmegaAragonite,OmegaCalcite
Cabral,-17.517048,-149.912693,C1,C1,C21,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.17,27.2,2362.354403,7.946312442860403,0.17,6.09,0.08,0.02,1.171972337,1.431553252,0.019334968,0.016497803,0.023627086,0.028249944,0.044302548,14.173370218373494,530.2703815691033,531.9233956537577,530.2703815691033,531.9233956537577,530.2703815691033,531.9233988285077,1873.640072946103,199.2668658139146,2087.080308978391,3.169590047916902,4.767498313938184
Cabral,-17.517048,-149.912693,C1,C1,C21,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.9,27.64,2312.326304,8.011477666382827,0.13,3.51,0.11,0.02,1.026086997,1.337215409,0.015378818,0.014987831,0.032731806,0.031256388,0.038434489,11.4468697547807,432.22719332753576,433.5672791769649,432.22719332753576,433.5672791769649,432.22719332753576,433.5672812670585,1768.959949082281,220.7722641004398,2001.1790829375016,3.5264883626648382,5.2987146455268155
Cabral,-17.51706904,-149.912949,C2,C2,C22,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.1,26.49,2321.697004,7.854173178258353,0.22,7.49,0.39,0.54,1.483175568,0.896557277,0.034332257,0.023147803,0.097654205,0.193732522,0.054079325,18.25699361985123,671.1149627637886,673.225442897101,671.1149627637886,673.225442897101,671.1149627637886,673.2254480579816,1925.365291071852,161.14620261496177,2104.768487306665,2.555742787363641,3.853277982773211
Cabral,-17.51706904,-149.912949,C2,C2,C22,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.18,27.57,2294.598471,8.081071135628202,0.23,4.42,0.42,0.22,1.698394628,1.130932691,0.025764517,0.015169924,0.06283024,0.122995781,0.028232023,9.270986652339074,349.97787222648566,351.0637642990639,349.97787222648566,351.0637642990639,349.97787222648566,351.0637656713594,1683.0668631009282,247.48042418971878,1939.8182739429858,3.9434252981048745,5.924265272302581
Cabral,-17.51706904,-149.912949,C2,C2,C22,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.16,27.2,2370.08551,7.965781025300705,0.23,15.83,0.5,0.03,1.196536267,1.103149958,0.017386785,0.01453093,0.03174076,0.035519587,0.059916246,13.46884862002695,503.88629976898636,505.45701849256864,503.88629976898636,505.45701849256864,503.88629976898636,505.45702135924085,1862.0008009241728,207.0620091736518,2082.5316587178513,3.293828844645426,4.954435746321805
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.12,26.69,2335.44423,7.879180926752472,0.28,5.39,0.69,0.37,1.482661542,0.719969554,0.031858087,0.021487094,0.113945442,0.224118302,0.062456332,17.07612016503585,630.848119648014,632.8270749570443,630.848119648014,632.8270749570443,630.848119648014,632.8270794982567,1915.03799328336,171.10054184839592,2103.214655296792,2.7158241180418763,4.09192406500389
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.24,27.55,2314.332404,8.06227151167327,0.21,2.72,0.66,0.19,2.202718779,1.095745052,0.027980473,0.012702699,0.070294673,0.143140982,0.036892478,9.87861626380472,372.8506438193892,374.0078145553408,372.8506438193892,374.0078145553408,372.8506438193892,374.0078161135227,1717.5309793121005,241.99720394589718,1969.4067995218024,3.8539155346306972,5.789715441741727
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.17,27.44,2334.438397,7.96885822022715,0.19,2.92,0.38,0.02,1.16125778,1.257666738,0.01302918,0.011219886,0.020940073,0.022198775,0.032037706,13.063005314116975,491.5635322830709,493.0913773045745,491.5635322830709,493.0913773045745,491.5635322830709,493.0913800191859,1826.9719060299278,206.44885913235444,2046.4837704763993,3.2877322337722297,4.941361238811351
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.12,27.62,2305.413099,7.987079015508157,0.19,2.03,0.72,0.02,0.930198792,0.888879457,0.008541517,0.009182464,0.036764526,0.025659385,0.049941769,12.198946796766874,460.91955350507055,462.34899059513896,460.91955350507055,462.34899059513896,460.91955350507055,462.3489929729323,1784.4810301124762,211.42931076024271,2008.1092876694856,3.3713485456766428,5.064405335160567
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.02,27.27,2290.254944,7.883962404997117,0.22,8.33,0.25,0.47,1.413745655,1.004516388,0.034024483,0.024066906,0.092874609,0.187441992,0.039183961,16.29782515794206,610.3172696897859,612.2183813430842,610.3172696897859,612.2183813430842,610.3172696897859,612.2183855426139,1866.68356711083,171.83739863137075,2054.818790900143,2.7373038552594693,4.117178213500409
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.21,28.5,2308.999155,8.03318171357041,0.2,4.53,0.32,0.22,1.520841131,0.952465267,0.017945096,0.011799455,0.057744048,0.110619065,0.016179014,10.448532083054433,403.3082915620271,404.5457788839219,403.3082915620271,404.5457788839219,403.3082915620271,404.5457806715143,1728.2635303614582,235.54547821202948,1974.2575406565418,3.7702188541550754,5.646503107863239
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.04,28.22,2332.179498,7.971014831621915,0.2,5.05,0.52,0.03,1.234668861,0.95713001,0.022802199,0.018468271,0.058444268,0.051806659,0.067319708,12.729692282353616,487.7015404177314,489.2031766552704,487.7015404177314,489.2031766552704,487.7015404177314,489.2031792845048,1813.2229035281157,211.20435928849864,2037.1569550989677,3.3801067665830793,5.068123114080426
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.08,28.54,2288.776312,8.010907876160818,0.12,2.54,0.06,0.03,2.353177928,0.180047174,0.088405343,0.037568491,0.751205179,0.427884478,0.197283508,11.046046325259038,426.4943149799512,427.80235055075804,426.4943149799512,427.80235055075804,426.4943149799512,427.8023525481458,1735.3303929898757,224.35714846626203,1970.7335877813966,3.59547399453998,5.385024562106085
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.08,26.35,2297.262529,7.937664748225899,0.23,8.28,0.4,0.42,1.43857261,0.815550621,0.026262969,0.018256269,0.086367685,0.194657407,0.027954848,14.432407013347621,528.6527874877929,530.3178123463643,528.6527874877929,530.3178123463643,528.6527874877929,530.3178155579899,1839.514635181458,185.5625089306108,2039.5095511254162,2.941447008867498,4.436882362947623
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.34,27.6,2318.556808,8.061787385463742,0.2,4.61,0.37,0.21,0.973499345,1.634855214,0.02194684,0.022544278,0.046163883,0.069683716,0.021960544,9.883477204184247,373.6716131696269,374.83063285105135,373.6716131696269,374.83063285105135,373.6716131696269,374.83063441447985,1719.3073040091792,242.95712835325574,1972.1479095666186,3.8672183799950273,5.80800761569762
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.23,27.36,2338.53947,7.999107253199676,0.17,4.63,0.12,0.02,1.279039205,0.957105752,0.014566727,0.011388804,0.03674966,0.025571969,0.030486767,12.032731037149222,452.0613557271923,453.46771719013697,452.0613557271923,453.46771719013697,452.0613557271923,453.46771948978545,1802.4058557504504,218.02280301001238,2032.4613897976124,3.46909862384821,5.214892520310566
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.81,27.54,2295.946839,8.02606520906865,0.11,2.86,0.03,0.02,0.948037008,0.790751202,0.009503218,0.0100241,0.04918584,0.021414578,0.073534649,10.942085187692387,411.98813085919755,413.2669804936873,411.98813085919755,413.2669804936873,411.98813085919755,413.26698239656434,1744.3057721010975,223.86299981408166,1979.1108571028715,3.576435507496195,5.376200089175368
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.43,27.28,2339.371618,8.011377524002153,0.21,1.91,0.44,0.26,2.273282492,0.697907804,0.025040904,0.011015307,0.082779856,0.195653492,0.014007728,11.619309807440949,436.13309872085784,437.49119508755393,436.13309872085784,437.49119508755393,436.13309872085784,437.49119723155445,1790.3278973907418,223.11137685101883,2025.0585840492015,3.5432724794604433,5.326426137786087
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.38,27.36,2354.2844919999998,8.047546339638306,0.21,1.32,0.5,0.22,1.454751803,0.893511662,0.010468598,0.00719614,0.037517109,0.068410235,0.035950026,10.530166805564143,395.9135329378169,397.1451382892654,395.9135329378169,397.1451382892654,395.9135329378169,397.14514005312236,1765.3924580447583,239.5406127814781,2015.463237631801,3.807139581313201,5.721955705861149
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.27,27.33,2349.526066,8.032833184158036,0.14,1.63,0.04,0.02,1.401753541,0.808702614,0.010023478,0.007150671,0.022613975,0.01691481,0.035939619,10.98763840503057,412.5838435948026,413.8677972442403,412.5838435948026,413.8677972442403,412.5838435948026,413.86779916096066,1778.3026129960642,232.43137938124823,2021.7216307823433,3.6966945846563997,5.55727708084836
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.17,27.55,2314.273847,8.039277499109165,0.07,1.3,0.03,0.02,0.98837268,0.809430844,0.009656569,0.00977017,0.037962313,0.020283288,0.019696672,10.568110134950468,398.73235927334906,399.9698931794326,398.73235927334906,399.9698931794326,398.73235927334906,399.9698949614551,1741.75411788312,232.39169868349396,1984.7139267015643,3.7029069276226876,5.563366760505031
Cabral,-17.51630402,-149.913229,C7,C7,C27,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.26,27.17,2355.022306,8.000087223552105,0.22,2.38,0.61,0.29,1.103503566,0.511789039,0.006585754,0.00596804,0.053476108,0.118541609,0.033356875,12.144688303485093,454.25032916979126,455.6667544070278,454.25032916979126,455.6667544070278,454.25032916979126,455.6667567381789,1817.2776653219692,218.9490032300322,2048.3713568554863,3.479786820805928,5.23397097012827
Cabral,-17.51630402,-149.913229,C7,C7,C27,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.43,2326.879723,8.061058347292269,0.18,1.53,0.42,0.21,1.654983006,1.126514303,0.009722184,0.005874492,0.034037924,0.064843324,0.032693006,9.999316277896336,376.3774115924399,377.54722742655565,376.3774115924399,377.54722742655565,376.3774115924399,377.5472290183148,1730.2145474370968,242.209549215597,1982.4234129305903,3.8541177096021597,5.792054086054581
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.2,27.25,2335.325393,7.946531425414822,0.23,6.2,0.44,0.35,1.645198567,0.829927049,0.028030969,0.017038046,0.082920269,0.193670341,0.030749179,13.972256478224724,523.4577030012706,525.0884806396132,523.4577030012706,525.0884806396132,523.4577030012706,525.0884837300986,1850.111672543955,197.35385618809923,2061.437785210279,3.139226502229996,4.720879554339974
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.18,27.72,2328.092245,8.066410568654517,0.21,3.79,0.41,0.16,1.939118781,1.844056959,0.027096722,0.01397373,0.039340918,0.074998247,0.024015363,9.783520019613995,370.6552210843608,371.80321633247377,370.6552210843608,371.80321633247377,370.6552210843608,371.8032178669369,1721.9018215714877,246.12180770234718,1977.807149293449,3.9247291174496275,5.893292928130851
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.17,27.54,2340.849593,7.982534293680808,0.17,4.38,0.31,0.08,1.268656147,1.217249387,0.014337828,0.011301587,0.024516544,0.019256152,0.045868808,12.572645856210254,474.2492009682912,475.72142141818307,474.2492009682912,475.72142141818307,474.2492009682912,475.7214239396831,1817.996065553198,212.77760128813645,2043.3463126975446,3.390208365250847,5.093724117671891
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.98,27.76,2312.706907,8.003459485121528,0.18,2.75,0.34,0.02,0.842587928,1.182471883,0.008318273,0.009872291,0.022227061,0.015761131,0.033380698,11.662523541681196,441.8164635427321,443.1843126016305,441.8164635427321,443.1843126016305,441.8164635427321,443.1843147800662,1774.2925508149547,218.72727423128146,2004.682348587917,3.49385882266831,5.247044618982366
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.23,27.18,2346.880489,7.994240091854368,0.25,5.46,0.7,0.4,1.618308906,0.602669849,0.018935344,0.011700698,0.073781995,0.179940351,0.007259717,12.303368549782165,460.2262364499261,461.6611319194788,460.2262364499261,461.6611319194788,460.2262364499261,461.66113431187404,1816.336629408828,215.84323537013728,2044.4832333287475,3.4313712224522583,5.16118198676101
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.53,2339.634365,8.067012629709941,0.2,1.75,0.39,0.22,1.45824982,0.919004007,0.011878156,0.008145488,0.033301691,0.067307165,0.014498599,9.857181789034083,371.91987291635706,373.07443256627676,371.91987291635706,373.07443256627676,371.91987291635706,373.07443411733226,1732.3605293442886,246.75173357779641,1988.9694447111187,3.9283460614515744,5.9016870342418555
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.25,27.41,2342.010526,8.005531928604169,0.19,3.4,0.32,0.03,1.22109431,1.353918776,0.012299935,0.010072879,0.018595052,0.016929215,0.031629913,11.814888605364178,444.4569736296241,445.83883036375465,444.4569736296241,445.83883036375465,444.4569736296241,445.8388325843777,1798.0772429513888,221.2403870336777,2031.1325185904302,3.520634546218897,5.291368225513462
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.25,27.62,2306.082345,8.03517342421211,0.18,1.84,0.49,0.02,0.826171439,0.985789484,0.005405297,0.006542585,0.018647795000000002,0.007928592,0.018475552,10.621024186877998,401.5653022035529,402.8105795710956,401.5653022035529,402.8105795710956,401.5653022035529,402.8105813759075,1737.2756868952288,230.6089296857455,1978.5056407678521,3.6735571353735383,5.517433443776109
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.21,27.17,2312.219741,7.907886589547267,0.24,6.79,0.31,0.32,1.60475994,0.96137128,0.02840198,0.017698585,0.067687765,0.165110793,0.023742438,15.418579425964728,576.5572124239563,578.3552655757297,576.5572124239563,578.3552655757297,576.5572124239563,578.3552693312787,1865.1695707579092,181.53293427584984,2062.121084459724,2.886215566550996,4.3414571213081246
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.24,27.79,2316.020239,8.064817779138096,0.2,3.79,0.38,0.18,1.555222497,1.680526471,0.020625508,0.013262094,0.033714826,0.063496032,0.020083135,9.748125908556553,370.0453764740394,371.1905142329829,370.0453764740394,371.1905142329829,370.0453764740394,371.19051576018126,1712.349229187879,244.80733931066388,1966.9046944070992,3.9033621234893916,5.859404203648902
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.19,27.6,2351.076783,7.964055338128603,0.23,4.62,0.49,0.31,1.070411728,1.362377425,0.016048845,0.014993152,0.034012387,0.023170583,0.036872776,13.278548326889695,501.64875813038157,503.2049570980381,501.64875813038157,503.2049570980381,501.64875813038157,503.2049599158143,1842.393373010148,207.19326443694573,2062.8651857739837,3.301723541653876,4.959677206046557
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.04,27.9,2290.405857,8.001578207107572,0.17,3.33,0.36,0.32,0.831691182,1.484237158,0.010468252,0.012586706,0.028542444,0.013142381,0.027738492,11.554043240235192,439.30602955777454,440.66380699115365,439.30602955777454,440.66380699115365,439.30602955777454,440.6638091386569,1755.477509709713,216.8597419728897,1983.8912949228381,3.464928649110599,5.200782093448529
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.28,27.62,2326.856393,7.971518517787911,0.24,3.62,0.7,0.36,1.681991117,0.752011543,0.019734651,0.01173291,0.065320634,0.17127351,0.024862274,12.8419165101611,485.608021409792,487.1140674311896,485.608021409792,487.1140674311896,485.608021409792,487.1140700705417,1814.5680756169963,208.16892613725503,2035.578918264412,3.3153343922540164,4.979213999394806
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.88,2321.585477,8.052661638594968,0.2,2.31,0.53,0.18,1.697842188,0.837211443,0.022719977,0.013381678,0.061477571,0.142505934,0.029293717,10.094537194721934,384.07762347440263,385.26491471289097,384.07762347440263,385.26491471289097,384.07762347440263,385.26491635504414,1727.4832544422025,241.09961365064274,1978.6774052875674,3.8451083129295127,5.7700296545718235
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.25,27.84,2333.809095,7.991038799858116,0.22,3.24,0.57,0.05,1.125432568,1.247953063,0.010500572,0.009330254,0.018233763,0.016068014,0.026650974,12.125695063042354,460.8725873095902,462.2980884037094,460.8725873095902,462.2980884037094,460.8725873095902,462.2980907701921,1798.9911413931484,217.453253219767,2028.5700896759577,3.4678210177456625,5.204684972069578
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.17,28.02,2333.475013,8.017419700173,0.17,1.93,0.38,0.02,0.993002704,0.645069536,0.007032125,0.007081678,0.03455501,0.02039309,0.024241127,11.205337352113066,427.54820628999585,428.867714445849,427.54820628999585,428.867714445849,427.54820628999585,428.86771647487654,1771.3367150719191,228.59984645302276,2011.141898877055,3.651139930619856,5.477156584786906
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.19,27.19,2358.511584,7.988082284068059,0.25,4.12,1.02,0.28,1.588173171,0.676223287,0.019958018,0.012566651,0.06971785,0.171506461,0.016946101,12.587463671484027,470.87091040454527,472.33883449016423,470.87091040454527,472.33883449016423,470.87091040454527,472.3388369939922,1831.913120906662,214.5159694011938,2059.01655397934,3.4114655968788106,5.131343248671919
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.33,27.47,2352.554931,8.058770289873383,0.21,1.86,0.62,0.23,1.540224633,0.84380757,0.01732996,0.01125158,0.052552856,0.12912595,0.017884427,10.162449630247002,383.00273844329934,384.19258036476003,383.00273844329934,384.19258036476003,383.00273844329934,384.19258201168543,1751.2668015301074,244.54908340679654,2005.9783345671508,3.890340269843602,5.845282026659812
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.26,27.46,2358.438339,7.988236260485524,0.21,4.61,0.67,0.14,1.409364361,1.218172597,0.011314305,0.008027949,0.016072964,0.011095542,0.03616115,12.480278920548985,470.0766212296637,471.5372925374004,470.0766212296637,471.5372925374004,470.0766212296637,471.5372950188407,1827.008234911668,216.46414809447072,2055.9526619266876,3.445222846047554,5.177120000861612
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,NA,NA,NA,NA,0.15,2.02,0.24,0.02,0.891093946,0.802773475,0.006820364,0.007653922,0.03048729,0.027069518,0.044089148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.25,26.62,2307.644199,7.860054870558657,0.29,5.63,0.74,0.48,1.595865954,1.114587838,0.038767046,0.024292169,0.076080474,0.172078376,0.014662072,17.76717722186226,655.6942507126291,657.7529527016545,655.6942507126291,657.7529527016545,655.6942507126291,657.7529576147856,1906.0245607851102,163.01540590993287,2086.8071439169053,2.5841205634565374,3.8936968070645217
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.12,27.6,2257.212691,8.0690313229905275,0.23,6.18,0.58,0.3,1.734690307,1.551069413,0.039242098,0.022621962,0.055773007,0.119786188,0.032873918,9.43725541984553,356.4021315580886,357.5075641568805,356.4021315580886,357.5075641568805,356.4021315580886,357.50756557913456,1666.585950744471,238.29679110453876,1914.319997268855,3.7993829242915673,5.707766154648977
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.23,27.37,2332.698308,7.929317222664984,0.2,4.41,0.44,0.02,1.052219675,1.903463037,0.01542606,0.014660493,0.022115558,0.013730342,0.015698313,14.588967819783694,548.2293942060703,549.9349186834748,548.2293942060703,549.9349186834748,548.2293942060703,549.9349220649642,1861.2437766522094,191.78748865636,2067.6202331283525,3.0518030421502496,4.587447863627698
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.3,27.54,2245.939872,7.961202889476732,0.22,5.71,0.75,0.02,1.033276404,0.961659491,0.020761862,0.020093232,0.078313729,0.040587323,0.043926404,12.933530099792208,485.70771117686013,487.21552258839824,485.70771117686013,487.21552258839824,485.70771117686013,487.2155252332211,1768.732229857396,193.26153632401204,1974.9272962812001,3.098988429295457,4.66210948463182
Cabral,-17.51652597,-149.913031,C14,C14,C34,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.11,26.76,2306.582317,7.907337464317568,0.23,2.51,0.58,0.34,1.215230333,0.982462822,0.015300584,0.012590686,0.050940605,0.10231324,0.030992294,15.585207649410274,576.722917053189,578.5304357210318,576.722917053189,578.5304357210318,576.722917053189,578.5304395108747,1867.216183473165,178.41658264349613,2061.2179737660717,2.8331175439109275,4.267754183747738
Cabral,-17.51652597,-149.913031,C14,C14,C34,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.28,27.77,2289.657979,8.059177114289513,0.2,1.74,0.41,0.27,2.064977023,0.832488568,0.021071067,0.01020402,0.060535303,0.145435648,0.027079214,9.790897615421247,371.5669377711911,372.71706373125085,371.5669377711911,372.71706373125085,371.5669377711911,372.71706527167356,1697.5466969053728,239.59912911978276,1946.936723640577,3.818767718930919,5.7324958249892655
Cabral,-17.51721597,-149.913056,C15,C15,C35,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.21,26.78,2292.997625,7.919872665015688,0.23,2.11,0.68,0.24,1.105388808,0.854682174,0.011246604,0.010174343,0.046316006,0.088854916,0.011361981,14.939086259278358,553.3662855674246,555.100134640576,553.3662855674246,555.100134640576,553.3662855674246,555.1001381282036,1844.277306050572,181.92310931790314,2041.1395016277536,2.8869285665202535,4.347967361285267
Cabral,-17.51721597,-149.913056,C15,C15,C35,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.26,27.45,2307.477973,8.07988155948271,0.19,2.39,0.55,0.2,2.08705195,1.081288209,0.019716285,0.009446955,0.038662495,0.119416764,0,9.379654848957697,353.2049887573015,354.3024876993476,353.2049887573015,354.3024876993476,353.2049887573015,354.3024891005535,1695.3843586123905,247.97122675557767,1952.7352402169258,3.946490554018992,5.930565282276242
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,35.89,26.73,2316.467349,7.868373676855373,0.21,8.53,0.32,1.01,1.609604516,1.195229738,0.040695359,0.025282831,0.079202455,0.182183796,0.045762273,17.46757573439334,645.178830040353,647.2017933961098,645.178830040353,647.2017933961098,645.178830040353,647.2017981420524,1908.927784261998,165.74900326182848,2092.1443632582195,2.635846601022904,3.9721574364931755
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.19,27.61,2317.184011,8.082047534490528,0.21,3.37,0.43,0.19,1.889553822,1.814194983,0.02580305,0.013655631,0.026355581,0.087699877,0.011402757,9.328978024771818,352.5228843742718,353.6161479610674,352.5228843742718,353.6161479610674,352.5228843742718,353.61614935223935,1698.7833201762585,250.7731309599665,1958.8854291609966,3.996389608854855,6.002972732111206
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.19,27.4,2352.743261,7.961672420820126,0.18,3.2,0.3,0.02,1.148007773,1.242483503,0.014364025,0.012512133,0.019960594,0.019362165,0.029078272,13.44819544305168,505.62308307184094,507.19541256098364,505.62308307184094,507.19541256098364,505.62308307184094,507.19541543549275,1848.8868970500057,205.29022978849778,2067.625322281556,3.2681378094933633,4.912419527765511
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.96,27.66,2276.492556,8.00161750782751,0.18,2.25,0.53,0.07,1.045468428,0.928925996,0.011849597,0.011334246,0.033080195,0.031377429,0.01760392,11.56588071895449,437.0635625817157,438.4183236577431,437.0635625817157,438.4183236577431,437.0635625817157,438.41832579398715,1748.6632529819979,213.78262598419985,1974.011759685152,3.4136580626747413,5.128415747787867
Cabral,-17.51721203,-149.912771,C17,C17,C37,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36,26.57,2347.220464,7.884461188045256,0.26,8.92,0.35,0.51,1.583489561,1.091852463,0.041924431,0.026475976,0.07873454,0.199039892,0.037968751,16.995859284652425,625.6598420210215,627.6253666518677,625.6598420210215,627.6253666518677,625.6598420210215,627.625371129839,1923.2849234721389,172.71614673741172,2112.9969294942034,2.742307485189755,4.13406625109236
